2015-01-01,-7.7
2015-01-02,-6
2015-01-03,-2.7
2015-01-04,2.5
2015-01-05,3.7
2015-01-06,-3.2
2015-01-07,-5.5
2015-01-08,-5.1
2015-01-09,-2.1
2015-01-10,-0.3
2015-01-11,-0.4
2015-01-12,-2.7
2015-01-13,0.2
2015-01-14,2.5
2015-01-15,2.8
2015-01-16,0.8
2015-01-17,-4.1
2015-01-18,-1.3
2015-01-19,-0.1
2015-01-20,-0.9
2015-01-21,2.6
2015-01-22,3.1
2015-01-23,1.2
2015-01-24,3.7
2015-01-25,3
2015-01-26,3.6
2015-01-27,-3.6
2015-01-28,-4.1
2015-01-29,-1.1
2015-01-30,-3.3
2015-01-31,-4.5
2015-02-01,-3
2015-02-02,-0.6
2015-02-03,0.6
2015-02-04,0.4
2015-02-05,-0.1
2015-02-06,0.4
2015-02-07,1.2
2015-02-08,-9.8
2015-02-09,-5.7
2015-02-10,1.7
2015-02-11,2.7
2015-02-12,-2.2
2015-02-13,-1.6
2015-02-14,2
2015-02-15,7.9
2015-02-16,5
2015-02-17,1.9
2015-02-18,0.8
2015-02-19,2.2
2015-02-20,5.2
2015-02-21,5.7
2015-02-22,3.5
2015-02-23,0.9
2015-02-24,2.1
2015-02-25,5.4
2015-02-26,1.2
2015-02-27,-1.3
2015-02-28,2.7
2015-03-01,2.4
2015-03-02,3.9
2015-03-03,2.8
2015-03-04,-2.1
2015-03-05,-0.3
2015-03-06,2.9
2015-03-07,4.2
2015-03-08,7.7
2015-03-09,2.2
2015-03-10,-3.4
2015-03-11,0.4
2015-03-12,2.1
2015-03-13,5.6
2015-03-14,4.3
2015-03-15,5.5
2015-03-16,9.8
2015-03-17,10.7
2015-03-18,10.7
2015-03-19,12.4
2015-03-20,13.4
2015-03-21,11.7
2015-03-22,8.3
2015-03-23,4.6
2015-03-24,5.4
2015-03-25,6.5
2015-03-26,7.9
2015-03-27,9.1
2015-03-28,9.7
2015-03-29,10.5
2015-03-30,13.2
2015-03-31,12.9
2015-04-01,12.9
2015-04-02,14.8
2015-04-03,10.6
2015-04-04,13.5
2015-04-05,10.5
2015-04-06,10.3
2015-04-07,8.4
2015-04-08,8.3
2015-04-09,9.6
2015-04-10,11.6
2015-04-11,13.5
2015-04-12,14.9
2015-04-13,12
2015-04-14,6.9
2015-04-15,11.1
2015-04-16,9.9
2015-04-17,10.5
2015-04-18,15.2
2015-04-19,14.5
2015-04-20,12.2
2015-04-21,14
2015-04-22,14.2
2015-04-23,14.5
2015-04-24,15.7
2015-04-25,15.9
2015-04-26,17.3
2015-04-27,18.5
2015-04-28,20.3
2015-04-29,17
2015-04-30,21.2
2015-05-01,21
2015-05-02,20.7
2015-05-03,18.3
2015-05-04,16.1
2015-05-05,14.2
2015-05-06,15.4
2015-05-07,16.5
2015-05-08,16.7
2015-05-09,17.6
2015-05-10,19.1
2015-05-11,18.4
2015-05-12,13.3
2015-05-13,17.4
2015-05-14,20.4
2015-05-15,19.1
2015-05-16,18
2015-05-17,18.6
2015-05-18,17.7
2015-05-19,14.8
2015-05-20,16.3
2015-05-21,18.7
2015-05-22,20
2015-05-23,20.6
2015-05-24,21
2015-05-25,20.8
2015-05-26,21.5
2015-05-27,23.2
2015-05-28,24.3
2015-05-29,23.8
2015-05-30,19.8
2015-05-31,22.1
2015-06-01,21.7
2015-06-02,23.1
2015-06-03,23.3
2015-06-04,24.2
2015-06-05,19.1
2015-06-06,22.4
2015-06-07,23.4
2015-06-08,22.4
2015-06-09,22.2
2015-06-10,25.3
2015-06-11,24.6
2015-06-12,23.6
2015-06-13,24.7
2015-06-14,22.8
2015-06-15,24.2
2015-06-16,25
2015-06-17,23.4
2015-06-18,24.8
2015-06-19,24.5
2015-06-20,19.6
2015-06-21,22.4
2015-06-22,24
2015-06-23,24.7
2015-06-24,25.7
2015-06-25,24.8
2015-06-26,21
2015-06-27,25.2
2015-06-28,25.4
2015-06-29,25.7
2015-06-30,24.4
2015-07-01,23.7
2015-07-02,23.7
2015-07-03,23.3
2015-07-04,24.1
2015-07-05,24.2
2015-07-06,25.3
2015-07-07,25.6
2015-07-08,23.4
2015-07-09,26.5
2015-07-10,29.2
2015-07-11,30.4
2015-07-12,24.8
2015-07-13,23.1
2015-07-14,26.1
2015-07-15,27.9
2015-07-16,24.7
2015-07-17,23.6
2015-07-18,24.3
2015-07-19,25.1
2015-07-20,27.5
2015-07-21,27
2015-07-22,27.7
2015-07-23,26.9
2015-07-24,24.7
2015-07-25,25
2015-07-26,26
2015-07-27,26.2
2015-07-28,27.7
2015-07-29,26.7
2015-07-30,28.6
2015-07-31,27.9
2015-08-01,28.2
2015-08-02,26.5
2015-08-03,27.9
2015-08-04,27.5
2015-08-05,28.6
2015-08-06,29.3
2015-08-07,28.9
2015-08-08,26.6
2015-08-09,26.7
2015-08-10,27
2015-08-11,26.8
2015-08-12,27.3
2015-08-13,26.5
2015-08-14,26.9
2015-08-15,27.1
2015-08-16,25.8
2015-08-17,26.6
2015-08-18,27.9
2015-08-19,26.8
2015-08-20,25.4
2015-08-21,25.2
2015-08-22,25.5
2015-08-23,26.3
2015-08-24,26.3
2015-08-25,21.7
2015-08-26,21.9
2015-08-27,24.7
2015-08-28,23.2
2015-08-29,24.4
2015-08-30,24.9
2015-08-31,25.9
2015-09-01,25.9
2015-09-02,23.9
2015-09-03,23.9
2015-09-04,24.8
2015-09-05,21.9
2015-09-06,22.2
2015-09-07,22.6
2015-09-08,22.7
2015-09-09,22.4
2015-09-10,22.4
2015-09-11,21
2015-09-12,19.2
2015-09-13,20.2
2015-09-14,22.1
2015-09-15,22.8
2015-09-16,21.6
2015-09-17,21.4
2015-09-18,21.9
2015-09-19,22.3
2015-09-20,22.1
2015-09-21,22.6
2015-09-22,23.9
2015-09-23,22
2015-09-24,23.4
2015-09-25,23.4
2015-09-26,22.4
2015-09-27,21.9
2015-09-28,21.4
2015-09-29,22.1
2015-09-30,21.3
2015-10-01,16.3
2015-10-02,16.5
2015-10-03,19.2
2015-10-04,16.6
2015-10-05,18
2015-10-06,18.7
2015-10-07,19.6
2015-10-08,20.1
2015-10-09,16.2
2015-10-10,12.8
2015-10-11,10.8
2015-10-12,12.3
2015-10-13,15
2015-10-14,17.1
2015-10-15,17.9
2015-10-16,17.5
2015-10-17,18.7
2015-10-18,17.9
2015-10-19,18.1
2015-10-20,18.8
2015-10-21,17.9
2015-10-22,17.5
2015-10-23,17.5
2015-10-24,16.9
2015-10-25,16.3
2015-10-26,15
2015-10-27,12.1
2015-10-28,9.9
2015-10-29,8.4
2015-10-30,5.4
2015-10-31,5.7
2015-11-01,7
2015-11-02,10.8
2015-11-03,11.8
2015-11-04,12.2
2015-11-05,13.2
2015-11-06,13.5
2015-11-07,10.5
2015-11-08,11.1
2015-11-09,10.8
2015-11-10,10
2015-11-11,11.6
2015-11-12,14.5
2015-11-13,11.5
2015-11-14,12.8
2015-11-15,13.4
2015-11-16,12.2
2015-11-17,13.9
2015-11-18,10.4
2015-11-19,8.9
2015-11-20,9.8
2015-11-21,9.2
2015-11-22,10.2
2015-11-23,8.5
2015-11-24,5.6
2015-11-25,2.4
2015-11-26,-2.7
2015-11-27,-2.8
2015-11-28,0.1
2015-11-29,2.5
2015-11-30,4.1
2015-12-01,4
2015-12-02,6
2015-12-03,-0.7
2015-12-04,-0.4
2015-12-05,3.4
2015-12-06,1.3
2015-12-07,1.9
2015-12-08,2.9
2015-12-09,5
2015-12-10,7.8
2015-12-11,6.4
2015-12-12,5.2
2015-12-13,5.2
2015-12-14,5
2015-12-15,4.7
2015-12-16,-1
2015-12-17,-4.6
2015-12-18,-3.3
2015-12-19,-0.1
2015-12-20,1.5
2015-12-21,2.2
2015-12-22,3.1
2015-12-23,5.9
2015-12-24,1.5
2015-12-25,-0.8
2015-12-26,0.9
2015-12-27,-5.7
2015-12-28,-5.7
2015-12-29,-3.2
2015-12-30,0.3
2015-12-31,0.7
